Event_Duration_Hours,Event_Type,Event_Complexity,Number_of_Attendees,Venue_Size,Resources_Available,Team_Size,External_Dependencies,Budget,Historical_Preparation_Time_Hours,Preparation_Time_Hours
14,Hackathon,High,1957,Large,Medium,43,No,High,286,410
23,Hackathon,Medium,929,Small,High,28,Yes,High,452,512
16,Hackathon,Medium,1733,Large,Medium,46,Yes,Low,380,475
18,Hackathon,Medium,428,Small,High,44,Yes,High,427,394
7,Hackathon,Low,1759,Medium,Low,48,No,Medium,129,208
10,Workshop,Low,804,Medium,Medium,6,No,Medium,234,295
7,Hackathon,Medium,1244,Small,Medium,20,Yes,Medium,67,170
1,Conference,High,1398,Large,Medium,31,Yes,Medium,264,301
23,Hackathon,Medium,1109,Small,Medium,33,Yes,Medium,185,309
21,Hackathon,Low,1693,Medium,Medium,44,Yes,Medium,63,230
19,Workshop,Medium,1354,Medium,Medium,7,Yes,High,155,343
16,Workshop,Low,734,Medium,Medium,8,No,High,268,348
19,Conference,Low,442,Small,High,9,No,Medium,161,259
4,Conference,Medium,118,Medium,High,2,Yes,Medium,394,346
18,Workshop,Medium,650,Large,Medium,17,No,Low,271,335
2,Workshop,Low,1555,Small,Low,45,Yes,Medium,28,100
1,Hackathon,Low,1080,Medium,High,37,No,High,351,333
15,Workshop,High,388,Small,High,42,Yes,Low,380,328
5,Conference,Low,1860,Medium,Medium,44,No,High,180,271
20,Hackathon,Medium,1129,Large,Medium,17,No,High,388,489
11,Conference,Medium,967,Medium,High,38,No,Medium,401,401
10,Hackathon,Low,112,Medium,High,35,Yes,Medium,206,149
2,Workshop,Low,901,Medium,Medium,47,No,Medium,445,363
3,Conference,Medium,863,Medium,Medium,39,Yes,Medium,82,100
23,Hackathon,Medium,1179,Small,High,30,Yes,Medium,312,413
23,Hackathon,Medium,1913,Small,High,6,Yes,High,94,356
12,Workshop,Medium,1975,Medium,High,4,No,Medium,293,471
20,Workshop,High,1961,Medium,High,37,No,Medium,311,459
5,Workshop,Medium,1060,Medium,Low,35,Yes,Medium,141,180
5,Conference,Medium,1765,Small,High,9,Yes,Low,129,273
6,Hackathon,Medium,539,Small,Medium,6,No,Low,225,249
9,Workshop,Medium,688,Small,High,13,Yes,High,145,210
2,Conference,Medium,1978,Large,Medium,22,Yes,Low,125,268
21,Conference,Medium,998,Medium,High,28,Yes,Medium,70,201
12,Conference,Medium,1115,Small,Medium,30,No,Medium,26,134
3,Workshop,Low,437,Small,Medium,36,Yes,Low,43,22
20,Workshop,Medium,1617,Large,Low,2,No,Low,29,279
22,Hackathon,Low,831,Small,Medium,36,Yes,High,217,293
12,Hackathon,Low,1512,Large,High,8,Yes,Medium,467,591
24,Workshop,Low,1799,Small,High,45,Yes,Medium,171,355
17,Conference,Medium,1195,Large,Medium,42,Yes,High,308,392
10,Conference,Medium,1872,Large,Low,50,Yes,Low,19,147
24,Conference,Low,941,Medium,High,9,Yes,Low,103,278
14,Hackathon,Medium,1435,Small,High,1,No,Medium,423,537
23,Conference,Medium,1541,Small,High,13,Yes,Medium,380,539
17,Hackathon,Low,1071,Medium,High,50,No,Medium,418,446
18,Hackathon,Medium,1988,Medium,High,15,No,High,392,567
19,Conference,Medium,520,Small,Medium,32,No,High,450,462
17,Conference,Medium,402,Small,High,34,No,Low,375,345
14,Workshop,Medium,722,Medium,Medium,43,Yes,Low,456,410
9,Workshop,Medium,503,Medium,High,31,Yes,High,116,123
8,Conference,Low,1233,Small,High,14,No,Medium,114,226
2,Hackathon,Low,1288,Small,Low,47,No,Low,80,118
13,Hackathon,Low,1212,Large,Medium,14,No,Medium,440,515
7,Hackathon,High,556,Medium,Low,48,No,Medium,93,65
9,Hackathon,Low,603,Medium,Low,29,No,Medium,218,220
22,Hackathon,Low,398,Medium,Medium,47,Yes,Low,268,267
22,Workshop,High,1431,Small,High,19,No,Medium,248,404
11,Conference,High,1765,Small,Low,27,Yes,Medium,311,417
14,Workshop,Medium,167,Small,Medium,9,Yes,Low,241,272
4,Hackathon,Low,1037,Large,High,37,Yes,Medium,429,375
13,Hackathon,Low,176,Medium,High,37,Yes,Medium,291,258
2,Hackathon,Medium,1501,Small,Medium,43,Yes,High,403,393
23,Hackathon,Low,969,Large,High,28,No,High,427,490
5,Conference,Low,418,Small,Medium,24,No,Low,215,198
11,Hackathon,Medium,1445,Large,Low,28,No,Medium,273,377
6,Conference,High,1237,Large,Low,36,Yes,Medium,320,349
18,Hackathon,Medium,203,Small,Low,18,No,High,356,364
21,Conference,Medium,244,Small,Medium,25,Yes,Medium,403,413
10,Workshop,Medium,727,Medium,High,35,No,Low,194,191
4,Hackathon,Low,1183,Medium,High,4,Yes,Medium,123,223
9,Conference,Medium,1192,Medium,Medium,14,Yes,Low,88,197
6,Workshop,Low,1312,Large,Medium,39,Yes,Low,366,388
2,Hackathon,Low,825,Medium,Medium,26,No,Medium,351,317
17,Hackathon,Medium,413,Small,High,8,Yes,High,310,367
5,Hackathon,Low,902,Small,High,24,Yes,Low,59,120
6,Conference,High,687,Medium,Medium,16,Yes,Medium,329,321
12,Conference,Low,1344,Small,Low,20,Yes,Medium,104,232
23,Workshop,Medium,77,Medium,Medium,15,No,High,267,319
21,Conference,Medium,1496,Small,Medium,7,Yes,Medium,438,583
10,Conference,Low,97,Small,Medium,17,Yes,Low,360,315
22,Hackathon,Low,226,Small,Medium,22,Yes,Low,71,138
21,Hackathon,Medium,10,Medium,Medium,22,Yes,Medium,151,180
6,Hackathon,High,1168,Small,Medium,12,Yes,Low,339,394
8,Hackathon,High,1730,Medium,Medium,18,No,Low,231,354
2,Hackathon,Medium,1384,Medium,Medium,46,Yes,Medium,365,339
12,Hackathon,Medium,149,Medium,High,47,Yes,Medium,120,80
13,Hackathon,Medium,627,Medium,High,15,Yes,Medium,113,180
21,Workshop,Medium,142,Small,High,37,Yes,Low,24,56
7,Workshop,Medium,1653,Medium,High,16,Yes,Medium,279,382
10,Workshop,Medium,187,Small,Medium,5,Yes,Medium,168,192
13,Workshop,High,819,Medium,Medium,2,Yes,Low,166,285
17,Hackathon,Medium,1391,Small,High,28,Yes,Medium,36,212
21,Workshop,High,389,Medium,Medium,41,No,Low,94,130
14,Hackathon,Medium,917,Large,Medium,27,No,High,18,144
2,Workshop,Low,1904,Medium,Medium,31,No,Medium,285,356
22,Conference,Low,667,Medium,Medium,41,Yes,Medium,236,294
11,Workshop,Medium,459,Medium,Medium,36,No,Low,195,178
1,Workshop,Medium,595,Small,Medium,47,No,Low,88,32
19,Hackathon,High,472,Large,High,43,No,Medium,225,229
21,Workshop,Low,999,Small,Medium,1,Yes,Medium,442,556
4,Conference,High,1141,Large,High,50,Yes,Low,66,93
19,Hackathon,High,131,Medium,Medium,29,Yes,Low,153,179
21,Hackathon,Low,26,Medium,High,1,Yes,Medium,365,388
11,Workshop,High,1229,Medium,Medium,8,Yes,Medium,340,424
8,Hackathon,High,336,Medium,Medium,16,No,Low,401,353
11,Hackathon,Medium,327,Medium,Low,28,No,Medium,76,91
4,Hackathon,Medium,818,Small,Low,22,Yes,Medium,284,283
17,Hackathon,High,1512,Medium,Medium,18,Yes,Medium,114,282
7,Hackathon,Medium,1285,Medium,Medium,22,Yes,Medium,460,490
8,Hackathon,Medium,512,Large,Medium,41,Yes,Medium,429,375
3,Conference,High,128,Medium,Low,12,Yes,Low,482,384
22,Workshop,Medium,1707,Small,High,19,Yes,Low,197,396
2,Conference,Medium,719,Small,High,25,Yes,Medium,173,176
23,Hackathon,Low,1531,Medium,Low,50,No,Medium,276,383
15,Hackathon,Medium,1519,Small,Medium,5,Yes,Medium,60,272
24,Workshop,Low,54,Small,High,34,Yes,High,135,158
22,Conference,High,323,Large,Medium,39,Yes,High,89,154
22,Workshop,Medium,1212,Medium,Medium,10,Yes,Low,192,368
5,Conference,Low,1927,Medium,Medium,47,Yes,High,319,373
24,Hackathon,Medium,427,Small,Medium,7,No,Medium,26,164
1,Workshop,Low,565,Medium,Medium,37,Yes,Low,455,346
4,Workshop,Medium,1816,Small,Medium,47,Yes,High,179,265
15,Hackathon,High,1111,Medium,Medium,15,No,High,289,375
20,Workshop,High,335,Small,Low,42,Yes,High,410,371
19,Conference,Low,1723,Large,High,24,Yes,Low,313,464
3,Conference,Low,1390,Medium,Medium,26,Yes,Low,349,381
20,Conference,High,1449,Medium,Medium,26,No,Medium,223,369
11,Conference,High,1996,Medium,Medium,46,Yes,Medium,207,313
17,Hackathon,Medium,524,Medium,Medium,26,Yes,Low,16,94
13,Workshop,Medium,223,Small,Medium,10,No,High,407,392
11,Conference,Medium,1887,Medium,Medium,17,Yes,Medium,20,219
2,Hackathon,High,83,Small,Low,14,Yes,Medium,21,14
9,Workshop,Medium,1596,Large,Medium,2,Yes,Medium,119,305
2,Workshop,Low,1612,Large,Medium,48,No,Medium,142,188
21,Hackathon,Low,518,Small,Low,13,No,Low,398,452
9,Hackathon,High,341,Large,High,27,No,High,137,113
9,Conference,Low,1126,Small,Medium,9,No,Medium,157,261
8,Workshop,Medium,697,Small,Medium,7,No,Low,63,156
17,Workshop,Medium,666,Large,Medium,48,No,High,320,307
1,Hackathon,Low,1552,Medium,Medium,10,No,High,451,494
11,Workshop,Low,1302,Medium,High,9,Yes,High,88,260
8,Conference,High,1409,Small,Low,22,Yes,High,355,439
10,Workshop,High,1867,Small,Low,23,Yes,Medium,106,280
7,Hackathon,High,1037,Large,Low,7,Yes,High,258,342
3,Hackathon,High,1171,Small,Low,48,No,Low,136,123
3,Conference,Medium,1264,Small,Low,9,Yes,Medium,39,147
18,Conference,High,609,Medium,Medium,27,Yes,Medium,33,119
5,Workshop,Medium,1562,Medium,Medium,24,Yes,Low,480,515
12,Workshop,Medium,1085,Medium,High,29,No,Medium,210,274
12,Hackathon,High,1679,Small,Medium,17,No,Medium,140,280
19,Conference,Low,1756,Small,Medium,20,Yes,Medium,131,339
6,Conference,Medium,334,Small,High,7,Yes,Low,365,347
2,Conference,Medium,1001,Large,High,43,Yes,High,441,393
12,Workshop,Low,1938,Small,Medium,40,Yes,Low,336,435
19,Conference,Low,1764,Medium,Medium,7,Yes,Medium,159,376
5,Hackathon,High,726,Medium,High,28,No,High,23,33
12,Hackathon,High,732,Large,Medium,19,Yes,Medium,313,343
17,Workshop,Medium,286,Large,Medium,20,Yes,Medium,38,113
17,Workshop,Low,545,Small,High,44,Yes,Low,59,93
10,Conference,Low,1519,Small,Medium,39,Yes,Medium,473,524
23,Workshop,High,1549,Medium,Low,40,Yes,High,249,387
17,Hackathon,Medium,161,Small,Medium,7,Yes,High,491,481
15,Conference,Medium,964,Medium,Medium,6,Yes,Medium,403,468
12,Hackathon,Medium,1516,Medium,High,25,No,Low,464,536
16,Conference,Medium,268,Large,Low,41,Yes,Low,482,391
24,Workshop,Medium,333,Small,High,13,Yes,Low,292,368
19,Conference,High,1026,Large,Medium,39,Yes,Medium,344,402
8,Conference,Medium,878,Small,Medium,40,No,Low,361,350
21,Hackathon,Medium,1201,Medium,Low,22,Yes,Low,165,303
17,Hackathon,Medium,697,Medium,High,49,No,Medium,146,175
23,Conference,Medium,319,Medium,High,17,No,Medium,336,387
5,Workshop,Medium,812,Medium,Medium,48,Yes,Medium,345,291
22,Workshop,Low,1512,Large,Medium,22,No,High,163,339
16,Hackathon,Medium,1089,Large,Medium,34,No,Medium,492,491
6,Workshop,Low,629,Large,High,8,Yes,Medium,90,152
8,Hackathon,High,482,Small,Low,49,No,Medium,96,65
18,Workshop,Medium,1329,Large,Medium,45,Yes,Medium,273,346
12,Conference,High,470,Medium,Medium,18,Yes,Low,267,292
15,Hackathon,Low,1357,Small,Medium,24,No,Low,488,553
9,Hackathon,Medium,823,Small,Medium,42,No,Low,194,185
13,Conference,Medium,855,Small,Medium,2,No,Medium,189,278
15,Hackathon,Medium,1174,Small,High,2,Yes,High,195,333
10,Workshop,Medium,676,Medium,Medium,27,Yes,High,132,193
16,Workshop,Medium,271,Large,Medium,14,Yes,Low,386,395
7,Hackathon,Medium,1818,Medium,Medium,48,Yes,High,105,207
17,Workshop,Low,1453,Medium,Medium,39,Yes,Medium,102,232
23,Hackathon,Low,1777,Large,High,12,Yes,High,12,276
21,Conference,Medium,1274,Small,Medium,32,Yes,Low,401,501
22,Hackathon,Medium,364,Large,Medium,28,Yes,Low,452,447
7,Conference,Low,1882,Medium,Medium,28,Yes,Medium,11,182
14,Workshop,Low,779,Medium,Medium,46,No,High,488,443
15,Conference,Low,1794,Small,Medium,25,No,Low,455,588
21,Workshop,Medium,1622,Medium,Low,4,Yes,Low,380,571
7,Hackathon,Medium,189,Small,Low,26,No,High,314,266
9,Workshop,High,75,Medium,High,36,No,High,366,267
19,Hackathon,High,829,Small,Medium,50,No,Low,157,214
16,Hackathon,Medium,1381,Large,Low,3,Yes,Medium,294,444
8,Conference,Low,180,Small,High,1,Yes,Medium,154,180
18,Conference,Low,483,Small,Low,17,No,Medium,339,392
23,Conference,Low,543,Medium,Medium,7,Yes,Medium,370,441
18,Conference,High,1400,Small,Medium,48,No,Medium,415,468
20,Workshop,Medium,1140,Medium,Low,5,No,Medium,271,425
7,Workshop,Low,448,Large,Medium,19,No,Medium,71,104
3,Workshop,Medium,844,Medium,Low,39,Yes,Medium,235,205
18,Hackathon,Medium,236,Small,High,46,Yes,Medium,40,74
10,Workshop,Medium,1477,Medium,Medium,34,Yes,Medium,199,276
7,Workshop,Low,451,Medium,Low,35,No,Medium,384,332
17,Workshop,High,405,Large,Medium,49,Yes,Low,277,261
14,Conference,Medium,737,Small,Medium,16,Yes,Medium,21,148
24,Workshop,Low,1614,Medium,Low,40,Yes,Medium,200,346
3,Hackathon,High,93,Medium,Medium,50,Yes,Medium,409,243
12,Conference,Low,1648,Small,Medium,47,Yes,Medium,34,173
13,Hackathon,High,1584,Small,High,39,Yes,Low,415,459
2,Workshop,High,1046,Medium,Medium,27,No,Medium,100,125
3,Conference,Medium,1842,Large,High,41,Yes,Medium,97,190
5,Hackathon,Medium,1858,Large,High,38,No,High,341,410
11,Workshop,Medium,702,Medium,Medium,50,No,Medium,283,268
8,Hackathon,High,502,Small,High,50,No,Low,310,236
23,Hackathon,Medium,1301,Small,High,25,No,Medium,120,285
23,Hackathon,Medium,1558,Large,Medium,26,Yes,High,89,293
12,Workshop,High,1153,Large,High,14,Yes,Medium,333,418
7,Workshop,High,979,Large,Medium,14,No,Medium,149,229
15,Hackathon,High,362,Medium,Medium,14,Yes,Medium,442,435
24,Conference,Medium,1090,Small,High,25,Yes,Medium,426,500
17,Conference,High,49,Large,Medium,36,Yes,Low,223,187
4,Workshop,Medium,1919,Medium,Medium,4,No,Medium,456,583
22,Workshop,High,1369,Small,Low,47,Yes,High,27,176
13,Workshop,Medium,649,Medium,High,15,Yes,High,63,147
18,Workshop,Medium,182,Small,High,32,Yes,Medium,377,357
1,Workshop,Medium,1580,Small,Medium,18,No,High,106,200
16,Conference,Medium,268,Medium,High,14,Yes,Medium,292,310
13,Workshop,Medium,1921,Medium,Medium,1,No,Medium,243,451
10,Hackathon,Medium,526,Large,Medium,42,Yes,Medium,476,395
12,Hackathon,Medium,739,Small,Medium,20,No,Low,249,294
2,Conference,Medium,532,Small,High,10,Yes,Medium,343,316
23,Hackathon,High,1927,Small,Medium,10,No,Medium,418,608
3,Conference,Medium,848,Small,Low,24,Yes,High,427,395
10,Conference,Low,126,Small,High,34,Yes,Medium,353,264
2,Hackathon,Low,193,Medium,High,28,No,Medium,495,371
23,Workshop,Low,1939,Medium,Medium,27,No,Medium,453,631
13,Hackathon,Medium,1907,Medium,Medium,40,No,Low,63,223
13,Hackathon,Low,1149,Large,High,1,No,Medium,96,243
18,Conference,Low,171,Medium,High,33,Yes,Medium,270,256
3,Hackathon,High,1612,Small,Medium,4,No,Low,245,356
7,Conference,High,1745,Small,High,7,Yes,Medium,132,307
14,Workshop,Medium,552,Large,High,9,No,Medium,429,449
20,Workshop,High,1620,Medium,High,16,Yes,Medium,63,297
17,Workshop,Low,1270,Large,High,5,Yes,High,225,394
21,Hackathon,Medium,848,Large,Medium,34,Yes,Medium,429,463
12,Conference,Medium,1099,Large,Medium,23,Yes,Medium,206,296
16,Workshop,Medium,1103,Large,Medium,43,Yes,Medium,48,139
24,Conference,Medium,1842,Medium,Medium,50,Yes,Low,463,575
12,Conference,Medium,456,Small,High,25,Yes,Low,374,351
15,Workshop,Medium,425,Large,High,13,Yes,Low,237,289
10,Workshop,Medium,541,Medium,Medium,24,Yes,Low,246,267
7,Conference,Low,450,Small,Medium,11,Yes,Low,141,179
20,Workshop,Low,747,Medium,Medium,17,Yes,Low,339,421
5,Conference,Low,1979,Medium,Medium,37,Yes,Low,330,422
1,Conference,Low,473,Large,Medium,13,No,Medium,478,414
17,Workshop,Medium,1954,Medium,Low,27,No,High,177,357
3,Hackathon,Low,405,Small,Medium,20,Yes,High,496,429
13,Workshop,High,720,Large,Low,33,No,Low,46,126
14,Hackathon,Low,1584,Large,Low,42,No,Medium,76,203
24,Conference,Low,1690,Medium,High,32,Yes,High,120,317
18,Conference,Medium,1590,Small,Medium,8,No,Low,424,578
4,Hackathon,Low,404,Small,Medium,29,Yes,High,228,190
18,Conference,Medium,335,Medium,Low,40,Yes,Medium,218,216
5,Hackathon,Medium,1926,Small,Low,19,Yes,High,390,479
16,Hackathon,Low,1952,Small,High,6,Yes,High,96,343
1,Conference,Low,1124,Medium,Medium,44,No,Medium,470,411
21,Hackathon,Medium,759,Medium,High,39,Yes,Medium,312,360
14,Workshop,Low,1103,Medium,Medium,48,Yes,Low,420,424
15,Workshop,Low,1199,Small,Medium,41,Yes,Low,188,261
9,Conference,Low,651,Medium,Medium,21,No,Medium,413,408
15,Conference,Low,223,Medium,High,22,No,Low,22,72
17,Hackathon,Medium,1885,Small,Medium,42,No,Low,456,550
24,Hackathon,Medium,1634,Small,High,10,Yes,Medium,309,509
4,Hackathon,Medium,1368,Medium,Medium,10,Yes,High,417,453
12,Hackathon,Low,1797,Large,Medium,29,Yes,Low,134,287
5,Workshop,Low,378,Medium,High,16,Yes,Low,384,345
5,Workshop,High,1894,Small,High,1,Yes,Medium,242,409
11,Conference,Medium,1617,Small,Medium,17,Yes,Medium,260,406
6,Hackathon,High,1710,Large,Medium,30,Yes,Low,396,455
7,Hackathon,Medium,58,Small,Medium,26,No,High,135,102
24,Conference,Medium,1085,Medium,Medium,46,No,Medium,244,340
14,Hackathon,Medium,1322,Medium,High,19,Yes,Medium,147,305
24,Hackathon,Medium,1823,Small,Medium,21,Yes,Low,458,628
11,Hackathon,Medium,1659,Large,Low,17,Yes,Medium,58,223
13,Hackathon,Medium,1272,Medium,High,46,No,High,389,420
2,Hackathon,Low,142,Medium,High,40,No,Low,195,119
7,Conference,Medium,1008,Small,Low,21,No,Medium,214,262
20,Hackathon,Medium,795,Small,High,41,Yes,Low,87,176
4,Conference,High,1199,Medium,Medium,40,No,High,490,464
8,Hackathon,Medium,1407,Medium,Medium,45,Yes,Low,395,417
20,Workshop,Medium,382,Small,High,49,No,High,203,204
22,Workshop,Low,1838,Small,Medium,19,No,Medium,112,338
21,Workshop,Medium,1511,Small,Low,7,No,Medium,114,332
19,Workshop,Medium,1788,Large,Medium,17,Yes,Medium,385,552
13,Conference,High,488,Medium,High,1,No,Low,296,358
14,Conference,Medium,841,Large,Low,37,Yes,Medium,333,350
10,Hackathon,Medium,659,Small,Medium,6,Yes,Medium,491,493
11,Workshop,Medium,1624,Large,Medium,26,Yes,Low,220,347
2,Conference,High,691,Small,Medium,2,Yes,High,259,291
9,Hackathon,Medium,1668,Medium,Medium,32,Yes,Low,302,393
17,Hackathon,Medium,697,Large,High,48,Yes,Medium,210,218
3,Conference,High,1333,Small,Medium,5,Yes,Medium,33,163
24,Workshop,Low,91,Medium,Medium,37,Yes,Low,470,441
6,Hackathon,High,96,Small,Medium,31,Yes,Medium,309,211
5,Workshop,Low,234,Small,Medium,12,Yes,Medium,487,393
5,Workshop,Medium,25,Medium,High,35,Yes,Medium,92,46
22,Workshop,Medium,831,Medium,Medium,30,Yes,Medium,306,383
15,Hackathon,Medium,1391,Medium,Medium,48,Yes,Low,467,498
23,Workshop,High,172,Medium,Medium,6,No,High,188,260
17,Hackathon,Low,1643,Medium,Medium,15,Yes,Medium,307,472
9,Workshop,Low,1701,Small,Medium,15,No,Low,373,486
3,Hackathon,Medium,523,Small,High,16,Yes,Medium,215,191
20,Workshop,Medium,359,Large,Medium,20,No,Low,49,149
17,Conference,Medium,1942,Small,High,13,Yes,Low,313,505
10,Workshop,Low,690,Medium,Medium,44,Yes,Medium,122,125
3,Workshop,Low,1497,Small,Medium,42,Yes,High,349,356
18,Hackathon,Low,1860,Medium,Low,46,Yes,High,13,174
18,Hackathon,Low,1870,Medium,High,31,No,Medium,495,617
17,Workshop,Medium,1408,Small,Low,34,Yes,Medium,117,254
24,Conference,Medium,1125,Small,Low,29,Yes,Medium,325,433
3,Conference,High,190,Medium,Medium,3,No,Medium,123,139
3,Hackathon,High,752,Small,High,9,Yes,Low,176,199
6,Conference,Low,1334,Small,Low,11,Yes,High,270,351
13,Workshop,Medium,669,Medium,Low,11,Yes,Low,115,193
24,Hackathon,Low,1825,Small,High,25,Yes,Medium,233,436
15,Workshop,Low,1222,Large,High,22,No,High,271,371
9,Hackathon,Medium,1892,Medium,Medium,42,No,Medium,260,363
4,Hackathon,Low,1895,Small,Medium,46,No,Low,23,132
14,Hackathon,Low,1347,Medium,Medium,9,No,Low,207,344
5,Hackathon,High,502,Medium,Medium,20,Yes,Medium,135,160
2,Conference,Medium,932,Small,High,21,Yes,Medium,215,257
11,Workshop,Medium,1955,Medium,Low,10,Yes,Medium,149,351
9,Workshop,Low,137,Small,High,22,No,Medium,71,64
24,Workshop,Low,1552,Small,Medium,29,No,High,292,466
3,Hackathon,High,1459,Small,Medium,9,Yes,Low,63,179
9,Conference,Low,1592,Small,Medium,5,Yes,Medium,355,475
3,Workshop,Medium,574,Small,High,40,No,Medium,21,10
2,Conference,Low,1220,Medium,Low,11,Yes,Low,145,214
12,Hackathon,Medium,559,Medium,Low,1,No,Low,339,382
10,Workshop,Low,462,Medium,Low,42,Yes,High,153,126
9,Conference,High,480,Medium,High,1,Yes,High,445,447
15,Hackathon,High,997,Large,High,39,Yes,Low,291,330
8,Conference,Medium,747,Medium,Medium,46,No,High,145,132
5,Workshop,Low,1598,Medium,Low,5,Yes,Low,498,569
11,Workshop,High,1944,Small,High,49,Yes,Medium,310,397
2,Hackathon,Medium,233,Large,High,22,No,Low,230,181
24,Hackathon,Medium,163,Small,Medium,26,No,High,349,362
15,Hackathon,Medium,569,Small,Medium,6,No,Low,218,303
6,Conference,Low,360,Medium,Low,32,Yes,Medium,412,337
8,Conference,Low,1180,Small,Medium,48,No,Medium,410,396
5,Conference,Medium,1938,Small,High,11,Yes,Low,368,505
16,Hackathon,Low,1609,Medium,Low,10,Yes,Medium,389,521
18,Workshop,Medium,358,Medium,Medium,47,Yes,Low,458,393
6,Workshop,Medium,191,Medium,Medium,39,Yes,Medium,132,94
5,Conference,High,646,Large,High,34,No,Medium,125,119
16,Conference,High,1027,Small,Medium,31,Yes,Medium,166,225
13,Workshop,High,188,Small,Low,12,Yes,High,279,281
5,Workshop,Low,1072,Medium,Medium,44,No,Medium,26,66
13,Conference,Low,781,Small,Medium,16,No,Low,278,307
17,Conference,Medium,903,Medium,Low,38,No,Medium,358,399
18,Workshop,Low,1036,Small,High,3,Yes,Medium,491,573
8,Hackathon,Low,1025,Medium,Low,2,No,High,228,324
13,Conference,Medium,73,Medium,Medium,5,Yes,Low,328,322
19,Workshop,Medium,38,Medium,Low,11,No,Medium,247,262
3,Workshop,High,381,Medium,Low,25,Yes,High,42,26
24,Workshop,Low,1556,Medium,Medium,35,No,High,294,431
8,Workshop,Low,106,Small,Low,35,Yes,Medium,46,28
2,Hackathon,Low,1903,Small,Medium,22,Yes,Low,112,244
8,Workshop,High,1475,Small,Low,37,Yes,Low,220,284
13,Conference,Medium,1236,Medium,High,22,Yes,Low,439,486
13,Hackathon,High,1444,Small,Low,11,Yes,High,289,431
1,Workshop,High,1002,Medium,Low,32,No,Low,151,177
6,Hackathon,Medium,30,Small,Medium,35,Yes,Medium,248,173
24,Conference,Medium,1584,Medium,High,31,No,Medium,238,412
19,Workshop,Medium,744,Large,Medium,45,Yes,Medium,142,196
16,Conference,Medium,1135,Small,High,8,Yes,Medium,134,273
8,Workshop,Medium,1079,Small,Low,20,No,Medium,62,155
1,Workshop,Medium,75,Small,High,42,No,Medium,97,10
16,Workshop,High,612,Medium,Low,34,Yes,Low,107,141
9,Workshop,High,1197,Medium,Medium,4,Yes,Medium,379,470
13,Workshop,Medium,1144,Small,Medium,18,No,High,104,220
11,Hackathon,Medium,347,Medium,Medium,4,Yes,High,423,432
13,Workshop,Medium,132,Small,High,20,Yes,Medium,197,205
21,Workshop,Low,1738,Medium,Low,9,No,Medium,385,574
10,Hackathon,Low,456,Medium,High,16,Yes,Medium,265,282
4,Hackathon,Medium,620,Medium,Medium,26,Yes,Medium,82,89
6,Hackathon,Medium,1324,Small,Medium,38,No,High,484,492
7,Hackathon,Low,680,Large,Low,25,No,Medium,421,390
5,Hackathon,High,1445,Medium,Medium,4,Yes,Low,371,461
11,Hackathon,Low,624,Small,High,41,Yes,High,291,262
13,Workshop,Low,906,Small,Medium,45,Yes,Medium,27,78
19,Workshop,Medium,290,Medium,Medium,41,No,Medium,173,185
23,Conference,Low,1076,Large,High,38,No,High,401,470
10,Workshop,Low,1519,Large,Medium,19,Yes,Medium,155,280
10,Workshop,Medium,605,Medium,Medium,14,Yes,Medium,477,450
11,Hackathon,Medium,1996,Large,Medium,21,Yes,Medium,323,458
21,Hackathon,Medium,712,Small,Low,15,Yes,Low,262,368
7,Workshop,Medium,1084,Small,Low,3,No,Medium,169,266
18,Conference,Medium,1931,Large,Medium,37,Yes,Low,358,492
4,Hackathon,Low,219,Medium,Medium,50,Yes,Low,58,10
2,Workshop,High,135,Medium,High,46,Yes,Medium,185,68
14,Workshop,Low,501,Medium,Low,16,Yes,Medium,475,461
13,Conference,High,1542,Large,High,14,Yes,Low,336,452
12,Conference,Medium,969,Medium,Low,9,Yes,High,74,214
7,Hackathon,High,979,Large,Medium,47,No,Medium,485,447
2,Conference,Low,590,Medium,Medium,7,No,Low,298,301
13,Workshop,Medium,786,Small,Low,14,No,Medium,59,171
14,Workshop,Low,267,Large,Low,6,Yes,High,13,89
17,Conference,Low,1963,Small,High,21,No,Medium,128,361
9,Conference,Medium,1221,Large,High,15,No,Low,349,419
17,Conference,Low,239,Medium,Medium,8,Yes,Low,382,407
8,Conference,Medium,198,Medium,Medium,34,Yes,Medium,173,129
2,Hackathon,Low,1448,Medium,Medium,40,Yes,Medium,232,258
24,Conference,Medium,19,Small,Low,1,Yes,Medium,367,430
13,Hackathon,Medium,1147,Small,Medium,32,No,High,165,253
3,Workshop,Medium,1109,Large,High,49,Yes,Low,396,359
16,Conference,Medium,685,Large,Medium,5,Yes,High,271,358
6,Hackathon,Medium,511,Small,High,30,Yes,High,182,158
19,Conference,High,94,Large,Low,22,Yes,High,32,80
7,Workshop,Medium,58,Large,Medium,20,Yes,High,400,322
10,Workshop,Medium,1528,Medium,Medium,16,Yes,High,385,473
9,Workshop,High,847,Small,Medium,7,Yes,Medium,70,161
2,Conference,Medium,1017,Large,Medium,7,No,Medium,365,402
15,Conference,Medium,698,Medium,Medium,50,No,Medium,330,303
5,Hackathon,Medium,396,Large,High,50,No,High,143,80
22,Workshop,Medium,979,Large,High,2,No,Medium,33,233
4,Conference,Medium,1422,Large,Medium,47,No,Low,302,304
20,Workshop,Low,1015,Medium,High,14,No,Low,54,231
4,Workshop,Low,227,Small,Medium,31,No,High,188,120
